order_datetime,origin_longitude,origin_latitude,m_order_eta,order_gk,order_status_key,is_driver_assigned_key,cancellations_time_in_seconds,offer_id
23:20:21,-0.946531,51.454771,,3000623168370,4,0,19.0,300051834009.0
23:20:21,-0.946531,51.454771,,3000623168370,4,0,19.0,300051833993.0
08:42:16,-0.989201,51.472551,,3000622817181,9,0,,300051791622.0
08:42:16,-0.989201,51.472551,,3000622817181,9,0,,300051791383.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051789296.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051788607.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051788832.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051788803.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051789294.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051789031.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051789030.0
08:23:58,-0.968207,51.44652,,3000622794079,9,0,,300051788645.0
09:06:30,-0.974735,51.454823,537.0,3000622819185,4,1,189.0,300051793831.0
09:06:30,-0.974735,51.454823,537.0,3000622819185,4,1,189.0,300051793848.0
09:06:30,-0.974735,51.454823,537.0,3000622819185,4,1,189.0,300051793890.0
09:06:30,-0.974735,51.454823,537.0,3000622819185,4,1,189.0,300051793922.0
09:06:30,-0.974735,51.454823,537.0,3000622819185,4,1,189.0,300051793877.0
09:06:30,-0.974735,51.454823,537.0,3000622819185,4,1,189.0,300051793850.0
08:24:05,-0.986307,51.446031,,3000622815653,9,0,,300051788928.0
08:24:05,-0.986307,51.446031,,3000622815653,9,0,,300051788986.0
08:24:05,-0.986307,51.446031,,3000622815653,9,0,,300051788929.0
08:24:05,-0.986307,51.446031,,3000622815653,9,0,,300051788985.0
